label,feat_hour_of_day,feat_day_of_week,feat_request_velocity,feat_app_risk_score,feat_is_allowlisted,feat_store_url_match,feat_bundle_anomaly,feat_device_risk_score,feat_is_emulator,feat_is_generic_make,feat_os_major_version,feat_screen_width,feat_screen_height,feat_session_duration,feat_concurrent_sessions,feat_bitrate,feat_geo_mismatch,feat_is_ssai,feat_mutation_count,feat_days_since_first_seen,feat_historical_risk,feat_known_bad_list
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4966,1,6875,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4836,1,3784,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6292,1,5108,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3632,1,6497,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5483,1,7630,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2145,1,6865,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5809,1,7022,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5869,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1967,1,5369,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,398,1,3027,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4728,1,5263,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,3572,1,3796,0,0,1,0,20,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3235,1,3510,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4783,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3390,1,4129,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1046,1,5905,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5475,1,5044,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,494,1,4606,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4329,1,6739,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7599,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5908,1,3612,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6210,1,5107,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4108,1,6190,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2663,1,5436,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2641,1,5597,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2590,1,5431,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1145,1,4111,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3259,1,5503,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6574,1,3378,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4481,0,0,1,0,20,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,4385,1,5803,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3557,1,5791,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,4211,1,6165,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1397,1,6666,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4438,1,7195,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1310,1,5353,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4828,1,3993,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6340,1,7225,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,149,1,4739,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5896,1,5215,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5330,1,5141,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6884,1,5922,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5094,1,6317,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2566,1,5231,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3478,1,7344,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2229,1,3793,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1272,1,7910,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5971,1,4732,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4275,1,5002,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5513,1,5350,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6414,1,4941,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6684,1,5316,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6038,1,7118,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6526,1,3982,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6118,1,3690,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6487,1,7390,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3573,1,7575,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1614,1,7461,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2355,1,4434,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1756,1,4457,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1407,1,5137,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,522,1,4682,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5309,0,0,1,0,20,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,413,1,4313,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1709,1,4473,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,733,1,5919,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6064,1,6171,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3558,1,7891,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4206,1,7968,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6789,1,4969,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4540,1,3496,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6185,1,6653,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1706,1,5246,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5926,1,6721,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6370,1,3106,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4711,1,5406,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,437,1,6206,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,776,1,3099,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2149,1,4567,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2320,1,6414,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5287,1,3192,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5673,1,4039,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7033,1,4086,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5590,1,5281,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7116,1,6380,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6514,1,6694,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6973,1,5229,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6343,1,5437,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2003,1,7841,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5373,1,7782,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2740,1,7171,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6625,1,3254,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1499,1,4457,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,448,1,4770,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4686,1,7252,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4577,1,7328,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5478,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6616,1,4913,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5187,1,5940,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6794,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1642,1,6743,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,583,1,7260,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,4149,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,7164,1,5401,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3078,1,5826,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4446,1,3103,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5558,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3304,1,6470,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5985,1,7567,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7257,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3809,1,5770,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,5407,1,5564,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,4180,1,7354,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2841,1,4000,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5161,1,3775,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3918,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4134,1,3017,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2867,1,7960,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6563,1,4918,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,355,1,6396,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,600,1,5593,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5121,1,7875,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6259,1,7198,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7217,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1427,1,5393,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2089,1,3671,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1392,1,7436,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2691,1,6415,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2208,1,6874,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7123,1,5026,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2606,1,7997,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3168,1,3435,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4141,1,7810,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5282,1,5917,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3632,1,5126,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1497,1,4340,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2850,1,5178,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,2430,1,3933,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5820,1,7802,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3305,1,7653,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,1056,1,4604,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5720,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6754,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5088,1,6593,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7166,1,5157,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3997,1,3805,0,0,1,0,20,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,918,1,6281,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1765,1,4725,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5812,1,5604,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3257,1,5724,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5349,1,5801,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3234,1,6689,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4411,1,7619,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3156,1,6846,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4072,1,7000,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3560,1,4637,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5816,1,4345,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6935,1,7983,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6869,1,5054,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7610,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1261,1,4749,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4379,1,7161,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6981,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5751,1,5336,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7118,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2929,1,5133,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3139,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1132,1,6041,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4971,1,5328,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4223,1,7091,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3107,1,5749,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6820,1,3468,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2091,1,7269,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4805,1,5223,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,7168,1,3901,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4448,1,5649,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,888,1,5538,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3641,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,706,1,6880,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3136,1,6865,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6555,1,3943,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5030,1,6768,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6418,1,7526,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5427,1,7445,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4104,1,4699,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7156,1,6626,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1260,1,5498,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4714,1,6899,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3461,1,7699,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7034,1,4160,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6308,1,4719,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5086,0,0,1,0,20,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3598,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6737,1,4170,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,7360,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5271,1,6309,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1904,1,4328,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4394,1,7001,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1010,1,4970,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6488,1,6379,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6126,1,3577,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5984,1,6553,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4620,1,4604,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5379,1,6102,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5789,1,4859,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,5466,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,3955,1,7857,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6536,1,3004,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,571,1,4724,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3301,1,6817,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,781,1,5794,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4132,1,4413,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5356,1,3166,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2377,1,5315,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6867,1,4259,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5193,1,5130,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5908,1,7961,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5918,1,3200,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7088,1,5221,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1069,1,6652,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6137,1,7973,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1292,1,3303,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2564,1,6716,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7066,1,4009,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,2437,1,5504,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6034,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2584,1,4214,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3481,1,7023,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2404,1,6497,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4239,1,4530,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3713,1,7496,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3793,1,3493,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1078,1,4065,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4700,1,5415,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1704,1,7564,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3320,1,4014,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1559,1,6562,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1598,1,5652,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6342,1,3720,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6642,1,4878,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5722,1,4060,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,7138,1,6023,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6132,1,3574,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1095,1,3835,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,4565,1,5926,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3131,1,3688,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6648,1,6924,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,4000,1,6917,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3875,1,7126,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,3085,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3701,1,4961,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,555,1,5958,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,591,1,6514,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,3068,1,4304,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,1801,1,3977,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,770,1,5439,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2576,1,4717,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5676,1,7048,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,772,1,6477,0,0,0,0,0,0
1,13,0,0,0,1,1,0,20,0,0,12,1920,1080,1,20,6640,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,2928,1,6544,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5819,1,7828,0,0,0,0,0,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,291,1,3278,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,4241,1,4425,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5098,1,6627,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,6871,1,3788,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5316,1,7813,0,0,1,0,20,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,3609,1,7254,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,6987,1,7154,0,0,1,0,20,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,1800,1,7106,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,706,1,3324,0,0,0,0,0,0
1,13,0,0,50,0,1,1,10,0,0,12,1920,1080,5303,1,3448,0,0,1,0,20,0
1,13,0,0,0,1,1,0,45,1,0,30,1920,1080,6073,1,3667,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,5225,1,6741,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,515,1,7235,0,0,0,0,0,0
0,13,0,0,0,1,1,0,0,0,0,12,1920,1080,511,1,7547,0,0,0,0,0,0
